Time, Pellets, Tension, Position, Distance, Reward
0.3333333, 42, 0, (0 0.45 0), 0.6, 0
1.016667, 37, 0, (0 0.45 0), 0.45, 2.177231
2.016667, 40, 0, (0 0.45 0), 0.6, 0.14895
3.016667, 34, 0, (-0.15 0.45 0), 0.45, 9.874015
4.016667, 37, 0, (0 0.45 0), 0.45, 4.389345
5.016667, 32, 0, (0.15 0.45 0), 0.15, 16.7811
6.016667, 36, 0, (0.3 0.45 0), 0.6, 0.7886816
7.016667, 31, 0, (0.3 0.45 0), 0.3, 6.142295
8.016666, 37, 0, (-0.15 0.45 0), 0.3, 5.411094
9.016666, 41, 0, (0 0.45 0), 0.45, -0.02804459
10.03333, 42, 0, (0 0.45 0), 0.6, 0
11.03333, 42, 0, (-0.15 0.45 0), 0.75, -0.06672906
12.03333, 42, 0, (-0.45 0.45 0), 1.05, -0.1291601
13.03333, 42, 0, (-0.6 0.45 0), 1.2, -0.2004519
14.03333, 42, 0, (-0.6 0.45 0), 1.2, -0.271876
15.03333, 42, 0, (-0.6 0.45 0), 1.2, -0.3433001
16.03333, 42, 0, (-0.6 0.45 0), 1.2, -0.4147242
17.03333, 42, 0, (-0.6 0.45 0), 1.2, -0.4861483
18.03333, 42, 0, (-0.6 0.45 0), 1.2, -0.5575724
19.03333, 42, 0, (-0.6 0.45 0), 1.2, -0.6289966
20.03333, 42, 0, (-0.6 0.45 0), 1.2, -0.7004208
21.03333, 42, 0, (-0.6 0.45 0), 1.2, -0.771845
22.03333, 42, 0, (-0.6 0.45 0), 1.2, -0.8432692
23.03333, 42, 0, (-0.6 0.45 0), 1.2, -0.9146934
24.03333, 42, 0, (-0.6 0.45 0), 1.2, -0.9861175
25.03333, 42, 0, (-0.6 0.45 0), 1.2, -1.057542
26.03333, 42, 0, (-0.6 0.45 0), 1.2, -1.128966
27.03333, 42, 0, (-0.6 0.45 0), 1.2, -1.200391
28.03333, 42, 0, (-0.6 0.45 0), 1.2, -1.271815
29.03333, 42, 0, (-0.6 0.45 0), 1.2, -1.343239
30.03333, 42, 0, (-0.6 0.45 0), 1.2, -1.414664
31.03333, 42, 0, (-0.6 0.45 0), 1.2, -1.486088
32.03333, 42, 0, (-0.6 0.45 0), 1.2, -1.557512
33.03333, 42, 0, (-0.6 0.45 0), 1.2, -1.628937
34.03333, 42, 0, (-0.6 0.45 0), 1.2, -1.700361
35.03333, 42, 0, (-0.6 0.45 0), 1.2, -1.771785
36.03333, 42, 0, (-0.6 0.45 0), 1.2, -1.84321
37.03333, 42, 0, (-0.6 0.45 0), 1.2, -1.914634
38.03333, 42, 0, (-0.6 0.45 0), 1.2, -1.986059
39.03333, 42, 0, (-0.6 0.45 0), 1.2, -2.057483
40.03333, 42, 0, (-0.6 0.45 0), 1.2, -2.128907
41.03333, 42, 0, (-0.6 0.45 0), 1.2, -2.200331
42.03333, 42, 0, (-0.6 0.45 0), 1.2, -2.271755
43.03333, 42, 0, (-0.6 0.45 0), 1.2, -2.343179
44.03333, 42, 0, (-0.6 0.45 0), 1.2, -2.414603
45.03333, 42, 0, (-0.6 0.45 0), 1.2, -2.486027
46.03333, 42, 0, (-0.6 0.45 0), 1.2, -2.557451
47.03333, 42, 0, (-0.6 0.45 0), 1.2, -2.628875
48.03333, 42, 0, (-0.6 0.45 0), 1.2, -2.700299
