Time, Pellets, Tension, Position, Distance, Reward
0.3333333, 42, 0, (0 0.45 0), 0.6, 0
1.016667, 37, 0, (0 0.45 0), 0.45, 2.177231
2.016667, 42, 0, (0 0.45 0), 0.6, -0.01937767
3.016667, 35, 0, (-0.15 0.45 0), 0.3, 8.07415
4.016667, 39, 0, (0 0.45 0), 0.75, 0.04824543
5.016667, 34, 0, (0 0.45 0), 0.3, 14.71343
6.016667, 37, 0, (0 0.45 0), 0.45, 2.157854
7.016667, 40, 0, (0 0.45 0), 0.45, 0.119959
8.016666, 34, 0, (0.45 0.45 0), 1.05, 1.970679
9.016666, 41, 0, (0 0.45 0), 0.45, 0.09035831
10.3, 42, 0, (0 0.45 0), 0.6, -0.01937767
11.3, 42, 0, (-0.3 0.45 0), 0.9, -0.08610674
12.3, 42, 0, (-0.45 0.45 0), 1.05, -0.1528358
13.3, 42, 0, (-0.6 0.45 0), 1.2, -0.2242599
14.3, 42, 0, (-0.6 0.45 0), 1.2, -0.295684
15.3, 42, 0, (-0.6 0.45 0), 1.2, -0.3671081
16.3, 42, 0, (-0.6 0.45 0), 1.2, -0.4385322
17.3, 42, 0, (-0.6 0.45 0), 1.2, -0.5099563
18.3, 42, 0, (-0.6 0.45 0), 1.2, -0.5813805
19.3, 42, 0, (-0.6 0.45 0), 1.2, -0.6528047
20.3, 42, 0, (-0.6 0.45 0), 1.2, -0.7242289
21.3, 42, 0, (-0.6 0.45 0), 1.2, -0.795653
22.3, 42, 0, (-0.6 0.45 0), 1.2, -0.8670772
23.3, 42, 0, (-0.6 0.45 0), 1.2, -0.9385014
24.3, 42, 0, (-0.6 0.45 0), 1.2, -1.009926
25.3, 42, 0, (-0.6 0.45 0), 1.2, -1.08135
26.3, 42, 0, (-0.6 0.45 0), 1.2, -1.152774
27.3, 42, 0, (-0.6 0.45 0), 1.2, -1.224199
28.3, 42, 0, (-0.6 0.45 0), 1.2, -1.295623
29.3, 42, 0, (-0.6 0.45 0), 1.2, -1.367047
30.3, 42, 0, (-0.6 0.45 0), 1.2, -1.438472
31.3, 42, 0, (-0.6 0.45 0), 1.2, -1.509896
32.3, 42, 0, (-0.6 0.45 0), 1.2, -1.581321
33.3, 42, 0, (-0.6 0.45 0), 1.2, -1.652745
34.3, 42, 0, (-0.6 0.45 0), 1.2, -1.724169
35.3, 42, 0, (-0.6 0.45 0), 1.2, -1.795594
36.3, 42, 0, (-0.6 0.45 0), 1.2, -1.867018
37.3, 42, 0, (-0.6 0.45 0), 1.2, -1.938442
38.3, 42, 0, (-0.6 0.45 0), 1.2, -2.009867
39.3, 42, 0, (-0.6 0.45 0), 1.2, -2.081291
40.3, 42, 0, (-0.6 0.45 0), 1.2, -2.152715
41.3, 42, 0, (-0.6 0.45 0), 1.2, -2.224139
42.3, 42, 0, (-0.6 0.45 0), 1.2, -2.295563
43.3, 42, 0, (-0.6 0.45 0), 1.2, -2.366987
44.3, 42, 0, (-0.6 0.45 0), 1.2, -2.438411
45.3, 42, 0, (-0.6 0.45 0), 1.2, -2.509835
46.3, 42, 0, (-0.6 0.45 0), 1.2, -2.581259
47.3, 42, 0, (-0.6 0.45 0), 1.2, -2.652683
48.3, 42, 0, (-0.6 0.45 0), 1.2, -2.724107
49.3, 42, 0, (-0.6 0.45 0), 1.2, -2.795531
50.3, 42, 0, (-0.6 0.45 0), 1.2, -2.866955
51.3, 42, 0, (-0.6 0.45 0), 1.2, -2.938379
52.3, 42, 0, (-0.6 0.45 0), 1.2, -3.009803
53.3, 42, 0, (-0.6 0.45 0), 1.2, -3.081227
54.3, 42, 0, (-0.6 0.45 0), 1.2, -3.152651
55.3, 42, 0, (-0.6 0.45 0), 1.2, -3.224075
56.3, 42, 0, (-0.6 0.45 0), 1.2, -3.295499
57.3, 42, 0, (-0.6 0.45 0), 1.2, -3.366923
58.3, 42, 0, (-0.6 0.45 0), 1.2, -3.438347
59.3, 42, 0, (-0.6 0.45 0), 1.2, -3.509771
60.3, 42, 0, (-0.6 0.45 0), 1.2, -3.581195
61.3, 42, 0, (-0.6 0.45 0), 1.2, -3.652619
62.3, 42, 0, (-0.6 0.45 0), 1.2, -3.724043
63.3, 42, 0, (-0.6 0.45 0), 1.2, -3.795467
64.3, 42, 0, (-0.6 0.45 0), 1.2, -3.866891
65.3, 42, 0, (-0.6 0.45 0), 1.2, -3.938315
66.3, 42, 0, (-0.6 0.45 0), 1.2, -4.009739
67.3, 42, 0, (-0.6 0.45 0), 1.2, -4.081163
68.3, 42, 0, (-0.6 0.45 0), 1.2, -4.152587
69.3, 42, 0, (-0.6 0.45 0), 1.2, -4.224011
70.3, 42, 0, (-0.6 0.45 0), 1.2, -4.295435
71.3, 42, 0, (-0.6 0.45 0), 1.2, -4.366859
72.3, 42, 0, (-0.6 0.45 0), 1.2, -4.438283
73.3, 42, 0, (-0.6 0.45 0), 1.2, -4.509707
74.3, 42, 0, (-0.6 0.45 0), 1.2, -4.581131
75.3, 42, 0, (-0.6 0.45 0), 1.2, -4.652555
76.3, 42, 0, (-0.6 0.45 0), 1.2, -4.723979
77.3, 42, 0, (-0.6 0.45 0), 1.2, -4.795403
78.3, 42, 0, (-0.6 0.45 0), 1.2, -4.866827
79.3, 42, 0, (-0.6 0.45 0), 1.2, -4.938251
80.3, 42, 0, (-0.6 0.45 0), 1.2, -5.009675
81.3, 42, 0, (-0.6 0.45 0), 1.2, -5.081099
82.3, 42, 0, (-0.6 0.45 0), 1.2, -5.152523
83.3, 42, 0, (-0.6 0.45 0), 1.2, -5.223947
84.3, 42, 0, (-0.6 0.45 0), 1.2, -5.295371
85.3, 42, 0, (-0.6 0.45 0), 1.2, -5.366795
86.3, 42, 0, (-0.6 0.45 0), 1.2, -5.438219
87.3, 42, 0, (-0.6 0.45 0), 1.2, -5.509643
88.3, 42, 0, (-0.6 0.45 0), 1.2, -5.581067
89.3, 42, 0, (-0.6 0.45 0), 1.2, -5.652491
90.3, 42, 0, (-0.6 0.45 0), 1.2, -5.723915
91.3, 42, 0, (-0.6 0.45 0), 1.2, -5.795339
92.3, 42, 0, (-0.6 0.45 0), 1.2, -5.866763
93.3, 42, 0, (-0.6 0.45 0), 1.2, -5.938187
94.3, 42, 0, (-0.6 0.45 0), 1.2, -6.009611
95.3, 42, 0, (-0.6 0.45 0), 1.2, -6.081035
96.3, 42, 0, (-0.6 0.45 0), 1.2, -6.152459
97.3, 42, 0, (-0.6 0.45 0), 1.2, -6.223883
98.3, 42, 0, (-0.6 0.45 0), 1.2, -6.295307
99.3, 42, 0, (-0.6 0.45 0), 1.2, -6.366731
100.3, 42, 0, (-0.6 0.45 0), 1.2, -6.438155
101.3, 42, 0, (-0.6 0.45 0), 1.2, -6.509579
102.3, 42, 0, (-0.6 0.45 0), 1.2, -6.581003
