Time, Pellets, Tension, Position, Distance, Reward
0.3333333, 43, 0, (0 0.45 0), 0.6, 0
1.016667, 40, 5, (-0.02333334 0.45 0), 0.5733333, 0
2.016667, 39, 56, (-0.02333333 0.45 0), 0.5492911, 0
3.016667, 39, 116, (0.03666667 0.45 0), 0.5592911, 0
4.016667, 38, 176, (0.1921877 0.449901 0), 0.5977133, 0
5.016667, 37, 206, (0.1719726 0.4496988 0), 0.5377263, 0
6.016667, 36, 260, (0.2219748 0.45 0), 0.7819747, -2
7.016667, 34, 260, (0.1819749 0.45 0), 1.051975, -2
8.016666, 33, 260, (0.1306035 0.4499854 0), 1.180589, -1
9.016666, 32, 260, (0.1339369 0.45 0), 1.033937, -2
10.01667, 32, 260, (0.1332006 0.45 0), 1.033201, -1
11.01667, 32, 260, (0.2055937 0.4499999 0), 1.105594, -1
12.01667, 32, 260, (0.2722603 0.45 0), 1.34226, -1
13.01667, 30, 260, (0.2189271 0.45 0), 1.578927, -1
14.01667, 28, 260, (0.2922603 0.45 0), 1.88226, -1
15.01667, 28, 260, (0.2322604 0.45 0), 1.75226, -1
16.01667, 28, 260, (0.1822604 0.45 0), 1.62226, -2
17.01667, 28, 260, (0.1120181 0.4483882 0), 1.760406, -1
18.01667, 28, 260, (0.1522699 0.45 0), 1.68227, -1
19.01667, 28, 260, (0.2058395 0.4499998 0), 1.455839, -2
20.01667, 28, 260, (0.0658396 0.45 0), 1.16584, -2
21.01667, 28, 260, (-0.1108271 0.45 0), 1.329173, -1
22.01667, 28, 260, (-0.03416039 0.45 0), 1.545839, -2
23.01667, 28, 260, (-0.1441603 0.45 0), 1.15584, -1
24.01667, 26, 260, (-0.1441603 0.45 0), 0.86584, -1
25.01667, 24, 260, (-0.01749371 0.45 0), 0.7574934, -1
26.01667, 24, 260, (-0.1474937 0.45 0), 0.8125067, -2
27.01667, 24, 260, (-0.1574937 0.45 0), 1.032506, -1
28.01667, 24, 260, (-0.2908269 0.45 0), 0.8911577, -1
29.01667, 24, 260, (-0.4108267 0.45 0), 0.7311578, -1
30.01667, 24, 260, (-0.5308266 0.45 0), 0.861158, -1
31.01667, 24, 260, (-0.4408267 0.45 0), 1.081158, -2
32.01667, 24, 260, (-0.3508268 0.45 0), 0.9311579, -1
33.01667, 24, 260, (-0.5908266 0.45 0), 0.4349567, -2
34.01667, 24, 260, (-0.5608266 0.45 0), 0.6908267, -1
35.01667, 21, 311, (-0.5608266 0.45 0), 0.3208267, 0
36.01667, 42, 0, (0.05333333 0.45 0), 0.6533334, -1
37.01667, 41, 11, (0.2066666 0.45 0), 0.6866665, 0
38.01667, 41, 71, (0.1661882 0.4429178 0), 0.6391059, 0
39.01667, 39, 79, (0.3114877 0.45 0), 1.031488, -1
40.01667, 36, 81, (0.3714876 0.45 0), 0.7314877, 0
41.01667, 34, 123, (0.3814876 0.45 0), 0.3674453, -1
42.01667, 32, 183, (0.3514876 0.45 0), 0.2274454, 0
43.01667, 32, 243, (0.4114876 0.45 0), 0.5674453, 0
44.01667, 30, 257, (0.2348211 0.45 0), 0.7507786, -2
45.01667, 30, 257, (0.1501194 0.4458081 0), 0.6802689, -1
46.01667, 30, 317, (0.2005211 0.45 0), 0.3964789, -1
47.01667, 30, 377, (0.340521 0.45 0), 0.2564788, -1
48.01667, 42, 0, (0.003333334 0.45 0), 0.5933333, -2
49.01667, 41, 0, (-0.00333333 0.45 0), 0.4533334, -2
50.01667, 39, 42, (0.1504727 0.4213827 0), 0.5409101, 0
51.01667, 37, 59, (0.2280479 0.45 0), 0.8559944, -2
52.01667, 35, 59, (0.2380479 0.45 0), 1.095994, -1
53.01667, 34, 59, (0.2280479 0.45 0), 1.265994, -2
54.01667, 34, 59, (0.2313812 0.45 0), 0.9926611, -1
55.01667, 34, 59, (0.441381 0.45 0), 0.4526613, -2
56.01667, 34, 69, (0.2913812 0.45 0), 0.561381, 0
57.01667, 34, 89, (0.4113811 0.45 0), 0.9554232, -1
58.01667, 33, 89, (0.2913812 0.45 0), 0.7554234, -1
59.01667, 33, 89, (0.2913812 0.45 0), 0.9154234, -1
60.01667, 33, 89, (0.3513811 0.45 0), 1.095423, -1
61.01667, 33, 89, (0.3813811 0.45 0), 1.125423, -2
62.01667, 33, 89, (0.4113811 0.45 0), 1.121381, -1
63.01667, 31, 89, (0.2047146 0.45 0), 0.8252854, -1
64.01667, 31, 89, (0.1534763 0.4497484 0), 0.8732247, -2
65.01667, 29, 89, (0.203411 0.4499999 0), 1.213411, -1
66.01667, 27, 89, (0.4100775 0.45 0), 1.700077, -1
67.01667, 27, 89, (0.4400775 0.45 0), 1.590077, -2
68.01667, 27, 89, (0.3500775 0.45 0), 1.580077, -1
69.01667, 27, 89, (0.4100775 0.45 0), 1.590077, -1
70.01667, 27, 89, (0.3100776 0.45 0), 1.450078, -1
71.01667, 26, 89, (0.3700775 0.45 0), 1.620078, -1
72.01667, 25, 89, (0.2100777 0.45 0), 1.240078, -1
73.01667, 22, 89, (0.1600777 0.45 0), 0.8400781, -2
74.01667, 22, 95, (0.2467443 0.45 0), 0.6867446, -2
75.01667, 20, 142, (0.2900776 0.45 0), 0.3660353, 0
76.01667, 18, 202, (0.3800775 0.45 0), 0.3236211, -1
77.01667, 16, 262, (0.3700775 0.45 0), 0.5836211, 0
78.01667, 14, 319, (0.133939 0.4499747 0), 0.6726656, -1
79.01667, 14, 319, (0.1501166 0.4272541 0), 0.8761225, -1
80.01667, 14, 345, (0.15 0.2439206 0), 0.4939206, -1
81.01667, 14, 405, (0.15 0.1939206 0), 0.5239207, 0
82.01667, 14, 465, (0.15 0.1939206 0), 0.4739206, 0
83.01667, 14, 525, (0.15 0.2239206 0), 0.3839206, -1
84.01667, 14, 585, (0.15 0.2705872 0), 0.5405872, -1
85.01667, 14, 608, (0.15 0.2372539 0), 0.747254, -2
86.01667, 14, 608, (0.15 0.187254 0), 0.9672539, -1
87.01667, 14, 608, (0.15 0.08392071 0), 1.13392, -2
88.01667, 14, 608, (0.1812316 0.0002469809 0), 0.8009846, -2
89.01667, 13, 608, (0.1363201 0.002726813 0), 0.8835933, -1
90.01667, 13, 608, (0.1607237 0.0002094154 0), 0.9105142, -1
91.01667, 13, 608, (0.1559725 0.005393498 0), 0.900579, -2
92.01667, 13, 608, (0.09394454 2.566658E-05 0), 0.8439189, -2
93.01667, 13, 608, (0.1677101 4.054628E-08 0), 0.9177101, -1
94.01667, 13, 608, (0.1684651 0.003794339 0), 0.9146708, -1
95.01667, 13, 608, (0.2079662 1.724912E-09 0), 0.8379661, -1
96.01667, 13, 608, (0.1979662 2.054304E-17 0), 1.049951, -2
97.01667, 13, 608, (0.145405 0.01001359 0), 0.6974036, -1
98.01667, 13, 667, (0.1562375 0.0153878 0), 0.3936101, 0
99.01667, 13, 699, (0.1470988 0.001120099 0), 0.5620363, 0
100.0167, 13, 711, (0.1724848 3.148759E-06 0), 0.8713799, -1
101.0167, 13, 711, (0.2224847 4.865543E-12 0), 0.8213767, -2
102.0167, 13, 711, (0.1824848 2.227663E-18 0), 0.8613767, -2
103.0167, 13, 711, (0.1510351 0.01172564 0), 0.904552, -1
104.0167, 11, 711, (0.1629723 0 0), 0.637028, -2
105.0167, 9, 711, (0.1419694 0.003387174 0), 0.8653563, -1
106.0167, 9, 711, (0.1404547 0.006748496 0), 0.7072031, -1
107.0167, 9, 711, (0.1074227 0 0), 0.8025775, -1
108.0167, 9, 711, (0.1419932 2.29058E-05 0), 0.7000146, -1
109.0167, 9, 770, (0.1338146 0 0), 0.4381703, 0
110.0167, 8, 830, (0.05387872 0 0), 0.5441365, 0
111.0167, 8, 890, (-0.005252594 -0.01189896 0), 0.6151668, 0
112.0167, 8, 947, (-0.06183666 -2.317386E-05 0), 0.659875, 0
113.0167, 8, 961, (-0.1551699 0 0), 0.7531852, -1
114.0167, 8, 973, (-0.01014199 -0.005441629 0), 0.6135988, 0
115.0167, 8, 1033, (-0.01227203 -1.801129E-09 0), 0.6102872, 0
116.0167, 8, 1092, (0.01749446 -0.003735893 0), 0.5842566, 0
117.0167, 8, 1152, (-0.01094761 -0.00765064 0), 0.6166134, 0
118.0167, 8, 1212, (0.131875 0.003595114 0), 0.333705, 0
119.0167, 8, 1264, (0.06225157 0 0), 0.6797333, -2
120.0167, 8, 1275, (0.1319984 0 0), 0.8699863, -1
121.0167, 8, 1275, (0.02378519 -3.932762E-07 0), 0.7578022, -2
122.0167, 8, 1275, (0.01711851 0 0), 0.7955307, -2
123.0167, 6, 1275, (0.02948461 0 0), 1.047897, -1
124.0167, 5, 1275, (0.01752108 -0.00374962 0), 1.212183, -1
125.0167, 5, 1275, (0.1499221 0.009758572 0), 1.358093, -2
126.0167, 5, 1275, (0.1479103 0.02988173 0), 1.376204, -1
127.0167, 4, 1275, (0.1707471 1.829604E-06 0), 1.170749, -1
128.0167, 4, 1275, (0.1377295 2.857859E-05 0), 0.7977585, -1
129.0167, 4, 1321, (-0.01560379 0 0), 0.3043965, 0
130.0167, 42, 0, (0 0.45 0), 0.6, -2
131.0167, 42, 0, (-0.003333327 0.45 0), 0.6033334, -1
132.0167, 42, 0, (0.02666668 0.45 0), 0.6266667, -2
133.0167, 41, 0, (0.1663045 0.4445028 0), 0.9108073, -1
134.0167, 41, 0, (0.225453 0.45 0), 0.975453, -1
135.0167, 39, 0, (0.2621197 0.45 0), 0.8021196, -2
136.0167, 39, 0, (0.1703361 0.4480732 0), 0.7684093, -1
137.0167, 39, 0, (0.1702458 0.45 0), 0.7802458, -1
138.0167, 38, 0, (0.2002458 0.45 0), 0.9557121, -2
139.0167, 36, 0, (0.1902458 0.45 0), 0.7257121, -1
140.0167, 35, 0, (0.2202457 0.45 0), 0.615712, -2
141.0167, 35, 0, (0.3002457 0.45 0), 0.8557122, -2
142.0167, 33, 0, (0.3502456 0.45 0), 1.118275, -1
143.0167, 31, 0, (0.2902457 0.45 0), 1.153936, -1
144.0167, 29, 0, (0.4402455 0.45 0), 1.633936, -2
145.0167, 27, 0, (0.4102456 0.45 0), 1.803936, -1
146.0167, 27, 0, (0.4102456 0.45 0), 1.503936, -1
147.0167, 27, 0, (0.3502456 0.45 0), 1.233936, -1
148.0167, 27, 0, (0.2702457 0.45 0), 1.433936, -1
149.0167, 27, 0, (0.3302456 0.45 0), 1.763936, -1
150.0167, 26, 0, (0.3969122 0.45 0), 2.040602, -1
151.0167, 26, 0, (0.3735789 0.45 0), 1.987269, -2
152.0167, 26, 0, (0.4135789 0.45 0), 1.817269, -1
153.0167, 26, 0, (0.3835789 0.45 0), 1.507269, -2
154.0167, 26, 0, (0.4435789 0.45 0), 1.237269, -2
155.0167, 26, 0, (0.323579 0.45 0), 1.022703, -2
156.0167, 26, 0, (0.4135789 0.45 0), 0.6727029, -1
157.0167, 26, 0, (0.4435789 0.45 0), 0.682703, -2
158.0167, 26, 0, (0.353579 0.45 0), 1.072703, -1
159.0167, 26, 0, (0.2435791 0.45 0), 1.132703, -2
160.0167, 26, 0, (0.3402456 0.45 0), 0.7602454, -1
161.0167, 26, 0, (0.3502456 0.45 0), 1.060245, -1
162.0167, 24, 0, (0.2502457 0.45 0), 1.260246, -1
163.0167, 22, 0, (0.2535791 0.45 0), 1.573579, -2
164.0167, 22, 0, (0.3702456 0.45 0), 1.670246, -1
165.0167, 20, 0, (0.3502456 0.45 0), 1.360246, -1
166.0167, 19, 0, (0.4402455 0.45 0), 1.340246, -2
167.0167, 19, 0, (0.4402455 0.45 0), 1.600245, -2
168.0167, 18, 0, (0.4102456 0.45 0), 1.880245, -1
169.0167, 18, 0, (0.2902457 0.45 0), 1.836204, -1
170.0167, 18, 0, (0.2602457 0.45 0), 1.496204, -2
171.0167, 18, 0, (0.2235791 0.45 0), 1.099537, -1
172.0167, 18, 0, (0.2302457 0.45 0), 1.263796, -1
173.0167, 18, 0, (0.2002458 0.45 0), 0.9897547, -2
174.0167, 18, 0, (0.15 0.3026357 0), 1.142636, -1
175.0167, 18, 0, (0.15 0.2493024 0), 0.9093027, -1
176.0167, 18, 37, (0.15 0.2193025 0), 0.5793028, -1
177.0167, 18, 89, (0.15 0.2393025 0), 0.3893028, -2
178.0167, 18, 112, (0.15 0.2193025 0), 0.3693028, -1
179.0167, 18, 116, (0.15 0.335969 0), 0.4859694, -1
180.0167, 18, 116, (0.15 0.2826357 0), 0.4326361, -1
181.0167, 18, 116, (0.15 0.3726357 0), 0.522636, -2
182.0167, 18, 116, (0.1362887 0.4451555 0), 0.6088672, -1
183.0167, 18, 116, (0.07029161 0.45 0), 0.8097088, -1
184.0167, 18, 116, (0.1427029 0.4399731 0), 0.9772706, -1
185.0167, 18, 116, (0.2171817 0.45 0), 1.092818, -1
186.0167, 18, 116, (0.1771817 0.45 0), 0.8928186, -1
187.0167, 18, 116, (0.1776144 0.4482698 0), 1.150656, -1
188.0167, 18, 116, (0.2508585 0.45 0), 0.7791418, -1
189.0167, 18, 116, (0.3308584 0.45 0), 0.4891419, -1
190.0167, 18, 116, (0.2541918 0.45 0), 0.8158085, -2
191.0167, 18, 116, (0.2541918 0.45 0), 1.145808, -2
192.0167, 18, 116, (0.2241919 0.45 0), 1.275808, -1
193.0167, 18, 116, (0.2108586 0.45 0), 1.289142, -1
194.0167, 18, 116, (0.4208584 0.45 0), 1.240858, -2
195.0167, 18, 116, (0.4408583 0.45 0), 1.530858, -2
196.0167, 18, 116, (0.3508584 0.45 0), 1.770858, -1
197.0167, 18, 116, (0.3508584 0.45 0), 1.700858, -1
198.0167, 18, 116, (0.3508584 0.45 0), 1.340858, -1
199.0167, 18, 116, (0.2908585 0.45 0), 1.480858, -1
200.0167, 18, 116, (0.2108586 0.45 0), 1.740858, -1
201.0167, 18, 116, (0.2008586 0.45 0), 1.820858, -2
202.0167, 18, 116, (0.1470827 0.4499061 0), 1.356989, -1
203.0167, 18, 116, (0.1470829 0.45 0), 1.162917, -1
204.0167, 18, 116, (0.2370828 0.45 0), 1.262917, -2
205.0167, 18, 116, (0.2270828 0.45 0), 1.272917, -1
206.0167, 18, 116, (0.139255 0.4442004 0), 1.214946, -1
207.0167, 18, 116, (0.1499177 0.3968729 0), 1.046955, -2
208.0167, 18, 116, (0.15 0.3835394 0), 1.223539, -2
209.0167, 18, 116, (0.159811 0.45 0), 1.090189, -1
210.0167, 18, 116, (0.06624631 0.45 0), 1.433754, -1
211.0167, 18, 116, (0.112913 0.45 0), 1.087087, -1
212.0167, 18, 116, (-0.1537537 0.45 0), 1.103754, -1
213.0167, 18, 116, (-0.1337537 0.45 0), 0.883754, -1
214.0167, 18, 116, (-0.1337537 0.45 0), 0.883754, -1
215.0167, 18, 116, (-0.03375369 0.45 0), 0.8937541, -1
216.0167, 18, 116, (0.1329129 0.45 0), 1.037087, -1
217.0167, 18, 116, (0.1720401 0.446692 0), 1.274652, -1
218.0167, 18, 116, (0.1012079 0.45 0), 1.398792, -1
219.0167, 18, 116, (0.1593154 0.4499999 0), 1.340685, -1
220.0167, 18, 116, (0.1328097 0.4498827 0), 1.097073, -1
221.0167, 18, 116, (0.1147328 0.45 0), 0.7852676, -1
222.0167, 18, 116, (0.08473284 0.45 0), 0.6652676, -2
223.0167, 18, 116, (0.0813995 0.45 0), 0.6686009, -1
224.0167, 18, 116, (-0.1786004 0.45 0), 0.9286008, -1
225.0167, 18, 116, (-0.1386005 0.45 0), 1.068601, -1
226.0167, 18, 116, (-0.0919338 0.45 0), 0.9219342, -1
227.0167, 18, 116, (-0.06193381 0.45 0), 0.8119342, -2
228.0167, 18, 116, (-0.1386004 0.45 0), 1.098601, -1
229.0167, 18, 116, (-0.1486004 0.45 0), 1.220585, -2
230.0167, 18, 116, (-0.1686004 0.45 0), 0.9605851, -2
231.0167, 18, 116, (-0.1486004 0.45 0), 0.8494149, -2
232.0167, 18, 116, (-0.09193379 0.45 0), 1.256081, -1
233.0167, 18, 116, (-0.1586004 0.45 0), 0.9013996, -1
234.0167, 18, 116, (-0.04526713 0.45 0), 0.854733, -1
235.0167, 18, 116, (-0.05193378 0.45 0), 1.158066, -1
236.0167, 18, 116, (0.004732891 0.45 0), 0.964733, -2
237.0167, 18, 116, (0.00139954 0.45 0), 0.9013996, -1
238.0167, 18, 116, (0.008066203 0.45 0), 0.9080663, -1
239.0167, 18, 116, (-0.1419338 0.45 0), 0.7580663, -2
240.0167, 18, 116, (-0.1919337 0.45 0), 0.7080663, -1
241.0167, 18, 116, (-0.1319338 0.45 0), 0.9480663, -1
242.0167, 18, 116, (-0.1319338 0.45 0), 1.278066, -1
243.0167, 18, 116, (0.04473288 0.45 0), 1.354733, -2
244.0167, 17, 116, (-0.02193379 0.45 0), 0.9140241, -2
245.0167, 14, 151, (-0.08193377 0.45 0), 0.4545226, -1
246.0167, 12, 211, (-0.03526711 0.45 0), 0.3834848, -1
247.0167, 42, 0, (-0.02 0.45 0), 0.62, -1
248.0167, 42, 0, (0.1438841 0.4431471 0), 0.7370312, -1
249.0167, 41, 0, (0.1443677 0.4469046 0), 0.8912723, -1
250.0167, 39, 0, (0.1657347 0.4499859 0), 0.8542513, -1
251.0167, 39, 0, (0.1457347 0.45 0), 0.7957347, -1
252.0167, 39, 0, (0.1988021 0.4499816 0), 0.7911795, -1
253.0167, 38, 0, (0.3921353 0.45 0), 0.8078645, -1
254.0167, 38, 0, (0.3921353 0.45 0), 0.8078645, -1
255.0167, 36, 0, (0.4421352 0.45 0), 0.4678648, -2
256.0167, 36, 0, (0.4421352 0.45 0), 0.7178649, -2
257.0167, 34, 0, (0.4421352 0.45 0), 1.047865, -2
258.0167, 34, 0, (0.3221354 0.45 0), 1.177864, -2
259.0167, 34, 0, (0.3121354 0.45 0), 1.187864, -1
260.0167, 34, 0, (0.4021353 0.45 0), 1.097865, -2
261.0167, 34, 0, (0.3721353 0.45 0), 1.127864, -1
262.0167, 32, 0, (0.3521353 0.45 0), 1.162135, -1
263.0167, 31, 0, (0.4121353 0.45 0), 1.482135, -1
264.0167, 29, 0, (0.3821353 0.45 0), 1.712135, -2
265.0167, 27, 0, (0.4121353 0.45 0), 2.032135, -1
266.0167, 27, 0, (0.3821353 0.45 0), 2.032135, -2
267.0167, 27, 0, (0.4121353 0.45 0), 2.062135, -1
268.0167, 27, 0, (0.3221354 0.45 0), 1.972135, -2
269.0167, 27, 0, (0.3821353 0.45 0), 1.672135, -2
270.0167, 27, 0, (0.3821353 0.45 0), 1.352135, -2
271.0167, 27, 0, (0.3221354 0.45 0), 1.082135, -2
272.0167, 27, 0, (0.4421352 0.45 0), 1.472135, -2
273.0167, 27, 0, (0.4421352 0.45 0), 1.762135, -2
274.0167, 27, 0, (0.4421352 0.45 0), 1.542135, -2
275.0167, 27, 0, (0.3221354 0.45 0), 1.072135, -2
276.0167, 27, 0, (0.4121353 0.45 0), 0.8338228, -1
277.0167, 27, 0, (0.2921354 0.45 0), 0.6538227, -1
278.0167, 26, 0, (0.3121354 0.45 0), 0.4438227, -1
279.0167, 26, 0, (0.3821353 0.45 0), 0.4138228, -2
280.0167, 26, 0, (0.3221354 0.45 0), 0.7538228, -2
281.0167, 26, 0, (0.3821353 0.45 0), 0.9438227, -2
282.0167, 26, 0, (0.2254688 0.45 0), 0.7704893, -1
283.0167, 25, 30, (0.1854688 0.45 0), 0.5609878, 0
284.0167, 25, 42, (0.4121353 0.45 0), 0.4843212, -1
285.0167, 25, 42, (0.3521353 0.45 0), 0.5443212, -1
286.0167, 25, 42, (0.1452528 0.4392809 0), 0.5940282, -1
287.0167, 25, 42, (0.1481318 0.45 0), 0.8618682, -1
288.0167, 25, 42, (0.1630057 0.449896 0), 0.6168904, -1
289.0167, 25, 42, (0.1559261 0.4425583 0), 0.5866322, -1
290.0167, 25, 42, (0.104303 0.4499924 0), 0.6456895, -1
291.0167, 25, 42, (0.004302975 0.45 0), 0.7456971, -1
292.0167, 25, 42, (0.06430297 0.45 0), 0.9356971, -1
293.0167, 25, 42, (-0.02903036 0.45 0), 1.35903, -1
294.0167, 25, 42, (-0.145697 0.45 0), 1.645697, -2
295.0167, 25, 42, (-0.095697 0.45 0), 1.335697, -1
296.0167, 25, 42, (-0.02236367 0.45 0), 1.187636, -1
297.0167, 25, 42, (-0.145697 0.45 0), 1.345697, -2
298.0167, 25, 42, (-0.1490303 0.45 0), 1.62903, -1
299.0167, 25, 42, (-0.09236364 0.45 0), 1.322364, -2
300.0167, 25, 42, (-0.1223636 0.45 0), 1.572364, -1
301.0167, 25, 42, (-0.2090302 0.45 0), 1.489031, -1
302.0167, 25, 42, (-0.09236364 0.45 0), 1.592364, -2
303.0167, 25, 42, (-0.002363649 0.45 0), 1.502364, -1
304.0167, 25, 42, (0.04430303 0.45 0), 1.455697, -1
305.0167, 25, 42, (0.1474097 0.45 0), 1.35259, -2
306.0167, 25, 42, (0.1664828 0.449999 0), 1.083516, -1
307.0167, 25, 42, (0.2464828 0.45 0), 0.6835176, -1
308.0167, 24, 79, (0.1771664 0.444867 0), 0.4977008, -1
309.0167, 24, 139, (0.1619402 0.4453912 0), 0.5734512, -1
310.0167, 24, 162, (0.1913317 0.45 0), 0.6086684, -1
311.0167, 24, 162, (0.3146649 0.45 0), 0.5353352, -2
312.0167, 24, 162, (0.3746648 0.45 0), 0.7553353, -2
313.0167, 24, 162, (0.4046648 0.45 0), 0.8687068, -1
314.0167, 24, 162, (0.4446647 0.45 0), 1.208707, -2
315.0167, 22, 162, (0.2946649 0.45 0), 1.348707, -1
316.0167, 20, 162, (0.2946649 0.45 0), 1.688208, -1
317.0167, 19, 162, (0.3213315 0.45 0), 1.964875, -1
318.0167, 19, 162, (0.3513315 0.45 0), 1.801332, -2
319.0167, 19, 162, (0.4113314 0.45 0), 1.571332, -1
320.0167, 19, 162, (0.4113314 0.45 0), 1.561332, -1
321.0167, 19, 162, (0.4113314 0.45 0), 1.811332, -1
322.0167, 19, 162, (0.3513315 0.45 0), 1.923316, -1
323.0167, 19, 162, (0.4413314 0.45 0), 1.803316, -2
324.0167, 19, 162, (0.4413314 0.45 0), 2.013316, -2
325.0167, 19, 162, (0.4113314 0.45 0), 1.743316, -1
326.0167, 19, 162, (0.3513315 0.45 0), 1.913316, -1
327.0167, 19, 162, (0.214665 0.45 0), 1.640425, -2
328.0167, 19, 162, (0.3113315 0.45 0), 1.477092, -1
329.0167, 19, 162, (0.3713315 0.45 0), 1.287092, -1
330.0167, 19, 162, (0.3513315 0.45 0), 1.052908, -1
331.0167, 19, 162, (0.3913315 0.45 0), 1.102908, -1
332.0167, 19, 162, (0.2779982 0.45 0), 1.166241, -1
333.0167, 19, 162, (0.214665 0.45 0), 1.220425, -2
334.0167, 19, 162, (0.1849475 0.4476446 0), 1.418352, -1
335.0167, 19, 162, (0.1129001 0.45 0), 1.64866, -1
336.0167, 19, 162, (-0.007099851 0.45 0), 1.208661, -1
337.0167, 19, 162, (0.0895668 0.45 0), 1.065327, -2
338.0167, 19, 162, (-0.07376651 0.45 0), 1.488006, -1
339.0167, 19, 162, (-0.1037665 0.45 0), 1.418006, -2
340.0167, 19, 162, (-0.08709984 0.45 0), 1.12134, -1
341.0167, 19, 162, (-0.1970998 0.45 0), 1.18134, -2
342.0167, 19, 162, (-0.1770998 0.45 0), 1.461339, -2
343.0167, 19, 162, (-0.1670998 0.45 0), 1.661339, -1
344.0167, 19, 162, (-0.1370998 0.45 0), 1.501339, -2
345.0167, 19, 162, (-0.0537665 0.45 0), 1.118006, -1
346.0167, 19, 162, (0.1381994 0.4449884 0), 1.438948, -1
347.0167, 19, 162, (0.2183993 0.45 0), 1.836741, -1
348.0167, 19, 162, (0.2083994 0.45 0), 1.479618, -2
349.0167, 19, 162, (0.1505349 0.4382598 0), 1.270013, -1
350.0167, 19, 162, (0.1178162 0.4468903 0), 1.564706, -1
351.0167, 19, 162, (-0.03494483 0.45 0), 1.615055, -1
352.0167, 19, 162, (-0.07494482 0.45 0), 1.275055, -1
353.0167, 19, 162, (-0.1149448 0.45 0), 0.9150555, -1
354.0167, 19, 162, (-0.1149448 0.45 0), 0.8949445, -1
355.0167, 19, 162, (-0.1682781 0.45 0), 1.298278, -1
356.0167, 19, 162, (-0.1582781 0.45 0), 1.388278, -2
357.0167, 19, 162, (-0.1149448 0.45 0), 1.614945, -1
358.0167, 19, 162, (-0.1149448 0.45 0), 1.584945, -1
359.0167, 19, 162, (-0.05494481 0.45 0), 1.164945, -1
360.0167, 19, 162, (-0.1149448 0.45 0), 1.024945, -1
361.0167, 19, 162, (-0.1782781 0.45 0), 1.418278, -2
362.0167, 19, 162, (-0.1682781 0.45 0), 1.668278, -1
363.0167, 19, 162, (-0.05494481 0.45 0), 1.514945, -1
364.0167, 19, 162, (-0.1582781 0.45 0), 1.328278, -2
365.0167, 19, 162, (-0.2349447 0.45 0), 1.124945, -1
366.0167, 19, 162, (-0.3349946 0.45 0), 1.225005, -1
367.0167, 19, 162, (-0.5949943 0.45 0), 0.8509637, -2
368.0167, 19, 162, (-0.3849945 0.45 0), 0.8085378, -1
369.0167, 19, 162, (-0.3249946 0.45 0), 1.008538, -1
370.0167, 19, 162, (-0.3 0.3751222 0), 1.148665, -2
371.0167, 19, 162, (-0.3 0.2451223 0), 1.289531, -1
372.0167, 19, 162, (-0.3 0.2151224 0), 1.563874, -2
373.0167, 19, 162, (-0.3 0.3117889 0), 1.470541, -1
374.0167, 19, 162, (-0.3 0.3117889 0), 1.241789, -1
375.0167, 19, 162, (-0.3 0.221789 0), 1.051789, -2
376.0167, 19, 162, (-0.3 0.1917891 0), 1.321789, -1
377.0167, 19, 162, (-0.3 0.1017891 0), 1.451789, -2
378.0167, 19, 162, (-0.2974792 0.03211353 0), 1.289593, -1
379.0167, 19, 162, (-0.3832982 0 0), 1.043298, -1
380.0167, 19, 162, (-0.2332983 0 0), 0.6432985, -2
381.0167, 19, 162, (-0.2987157 0.003767887 0), 0.735052, -1
382.0167, 19, 162, (-0.2217197 0 0), 0.8742383, -2
383.0167, 18, 197, (-0.2873235 0 0), 0.5086347, 0
384.0167, 17, 257, (-0.2273235 0 0), 0.3767184, 0
385.0167, 16, 314, (-0.0539903 0 0), 0.6900516, -1
386.0167, 16, 314, (2.980232E-08 -0.1038167 0), 0.8478586, -2
387.0167, 16, 314, (-0.001818478 -0.03385187 0), 0.7760753, -1
388.0167, 16, 314, (0.02368216 0 0), 0.7677241, -2
389.0167, 16, 314, (0.01339672 -7.404736E-06 0), 0.7574461, -2
390.0167, 16, 349, (0.01426505 -0.004643621 0), 0.7255796, -1
391.0167, 16, 349, (0.02194034 -0.00307318 0), 1.074825, -2
392.0167, 16, 349, (0.1116678 0 0), 0.8976259, -1
393.0167, 16, 349, (0.1472207 0.01928809 0), 0.8219745, -1
394.0167, 16, 349, (0.08300772 1.153094E-05 0), 0.827038, -2
395.0167, 16, 349, (0.007867358 -0.003382606 0), 0.7552919, -1
396.0167, 16, 349, (0.1413652 0.00996033 0), 0.8754468, -2
397.0167, 16, 349, (0.1053795 0.0001002541 0), 0.8493212, -1
398.0167, 16, 349, (0.0006167174 -0.009886996 0), 0.7545456, -1
399.0167, 16, 349, (0.01261257 -0.004838737 0), 0.7614932, -1
400.0167, 16, 349, (0.005353574 -0.007201468 0), 0.7565969, -1
401.0167, 16, 351, (-0.03161766 0 0), 0.6324243, 0
402.0167, 16, 374, (-0.001240997 -0.009198253 0), 0.7055188, -2
403.0167, 16, 396, (-0.001436057 -0.01043799 0), 0.7530439, -1
404.0167, 16, 396, (-0.04469541 -0.0001362659 0), 0.6994827, -2
405.0167, 16, 445, (-0.1446948 0 0), 0.5993471, -1
406.0167, 16, 505, (-0.1546948 0 0), 0.5893471, 0
407.0167, 16, 565, (-0.1946948 0 0), 0.5493472, 0
408.0167, 16, 625, (-0.1946948 0 0), 0.5493472, 0
