Time, Pellets, Tension, Position, Distance, Reward
100.1333, 42, 0, (-0.6 0.45 0), 1.2, -5.890571
101.1333, 42, 0, (-0.6 0.45 0), 1.2, -5.961995
102.1333, 42, 0, (-0.6 0.45 0), 1.2, -6.033419
103.1333, 42, 0, (-0.6 0.45 0), 1.2, -6.104843
104.1333, 42, 0, (-0.6 0.45 0), 1.2, -6.176267
105.1333, 42, 0, (-0.6 0.45 0), 1.2, -6.247691
106.1333, 42, 0, (-0.6 0.45 0), 1.2, -6.319115
107.1333, 42, 0, (-0.6 0.45 0), 1.2, -6.390539
108.1333, 42, 0, (-0.6 0.45 0), 1.2, -6.461963
109.1333, 42, 0, (-0.6 0.45 0), 1.2, -6.533387
110.1333, 42, 0, (-0.6 0.45 0), 1.2, -6.604811
111.1333, 42, 0, (-0.6 0.45 0), 1.2, -6.676235
112.1333, 42, 0, (-0.6 0.45 0), 1.2, -6.747659
113.1333, 42, 0, (-0.6 0.45 0), 1.2, -6.819083
114.1333, 42, 0, (-0.6 0.45 0), 1.2, -6.890507
115.1333, 42, 0, (-0.6 0.45 0), 1.2, -6.961931
116.1333, 42, 0, (-0.6 0.45 0), 1.2, -7.033355
117.1333, 42, 0, (-0.6 0.45 0), 1.2, -7.104779
118.1333, 42, 0, (-0.6 0.45 0), 1.2, -7.176203
119.1333, 42, 0, (-0.6 0.45 0), 1.2, -7.247627
120.1333, 42, 0, (-0.6 0.45 0), 1.2, -7.319051
121.1333, 42, 0, (-0.6 0.45 0), 1.2, -7.390475
122.1333, 42, 0, (-0.6 0.45 0), 1.2, -7.461899
123.1333, 42, 0, (-0.6 0.45 0), 1.2, -7.533323
124.1333, 42, 0, (-0.6 0.45 0), 1.2, -7.604747
125.1333, 42, 0, (-0.6 0.45 0), 1.2, -7.676171
126.1333, 42, 0, (-0.6 0.45 0), 1.2, -7.747595
127.1333, 42, 0, (-0.6 0.45 0), 1.2, -7.819019
128.1333, 42, 0, (-0.6 0.45 0), 1.2, -7.890443
129.1333, 42, 0, (-0.6 0.45 0), 1.2, -7.961867
130.1333, 42, 0, (-0.6 0.45 0), 1.2, -8.033291
131.1333, 42, 0, (-0.6 0.45 0), 1.2, -8.104713
132.1333, 42, 0, (-0.6 0.45 0), 1.2, -8.176136
133.1333, 42, 0, (-0.6 0.45 0), 1.2, -8.247559
134.1333, 42, 0, (-0.6 0.45 0), 1.2, -8.318981
135.1333, 42, 0, (-0.6 0.45 0), 1.2, -8.390404
136.1333, 42, 0, (-0.6 0.45 0), 1.2, -8.461826
137.1333, 42, 0, (-0.6 0.45 0), 1.2, -8.533249
138.1333, 42, 0, (-0.6 0.45 0), 1.2, -8.604671
139.1333, 42, 0, (-0.6 0.45 0), 1.2, -8.676094
140.1333, 42, 0, (-0.6 0.45 0), 1.2, -8.747517
141.1333, 42, 0, (-0.6 0.45 0), 1.2, -8.818939
142.1333, 42, 0, (-0.6 0.45 0), 1.2, -8.890362
143.1333, 42, 0, (-0.6 0.45 0), 1.2, -8.961784
144.1333, 42, 0, (-0.6 0.45 0), 1.2, -9.033207
145.1333, 42, 0, (-0.6 0.45 0), 1.2, -9.10463
146.1333, 42, 0, (-0.6 0.45 0), 1.2, -9.176052
147.1333, 42, 0, (-0.6 0.45 0), 1.2, -9.247475
148.1333, 42, 0, (-0.6 0.45 0), 1.2, -9.318897
149.1333, 42, 0, (-0.6 0.45 0), 1.2, -9.39032
150.1333, 42, 0, (-0.6 0.45 0), 1.2, -9.461742
151.1333, 42, 0, (-0.6 0.45 0), 1.2, -9.533165
152.1333, 42, 0, (-0.6 0.45 0), 1.2, -9.604588
153.1333, 42, 0, (-0.6 0.45 0), 1.2, -9.67601
154.1333, 42, 0, (-0.6 0.45 0), 1.2, -9.747433
155.1333, 42, 0, (-0.6 0.45 0), 1.2, -9.818855
156.1333, 42, 0, (-0.6 0.45 0), 1.2, -9.890278
157.1333, 42, 0, (-0.6 0.45 0), 1.2, -9.9617
158.1333, 42, 0, (-0.6 0.45 0), 1.2, -10.03312
159.1333, 42, 0, (-0.6 0.45 0), 1.2, -10.10455
160.1333, 42, 0, (-0.6 0.45 0), 1.2, -10.17597
161.1333, 42, 0, (-0.6 0.45 0), 1.2, -10.24739
162.1333, 42, 0, (-0.6 0.45 0), 1.2, -10.31881
163.1333, 42, 0, (-0.6 0.45 0), 1.2, -10.39024
164.1333, 42, 0, (-0.6 0.45 0), 1.2, -10.46166
165.1333, 42, 0, (-0.6 0.45 0), 1.2, -10.53308
166.1333, 42, 0, (-0.6 0.45 0), 1.2, -10.6045
167.1333, 42, 0, (-0.6 0.45 0), 1.2, -10.67593
168.1333, 42, 0, (-0.6 0.45 0), 1.2, -10.74735
169.1333, 42, 0, (-0.6 0.45 0), 1.2, -10.81877
170.1333, 42, 0, (-0.6 0.45 0), 1.2, -10.89019
171.1333, 42, 0, (-0.6 0.45 0), 1.2, -10.96162
172.1333, 42, 0, (-0.6 0.45 0), 1.2, -11.03304
173.1333, 42, 0, (-0.6 0.45 0), 1.2, -11.10446
174.1333, 42, 0, (-0.6 0.45 0), 1.2, -11.17588
175.1333, 42, 0, (-0.6 0.45 0), 1.2, -11.24731
176.1333, 42, 0, (-0.6 0.45 0), 1.2, -11.31873
177.1333, 42, 0, (-0.6 0.45 0), 1.2, -11.39015
178.1333, 42, 0, (-0.6 0.45 0), 1.2, -11.46157
179.1333, 42, 0, (-0.6 0.45 0), 1.2, -11.533
180.1333, 42, 0, (-0.6 0.45 0), 1.2, -11.60442
181.1333, 42, 0, (-0.6 0.45 0), 1.2, -11.67584
