Time, Pellets, Tension, Position, Distance, Reward
0.3333333, 42, 0, (0 0.45 0), 0.6, 0
1.016667, 37, 0, (0 0.45 0), 0.45, 2.177231
2.016667, 40, 0, (0 0.45 0), 0.6, 0.1283818
3.016667, 34, 0, (0 0.45 0), 0.6, 15.44471
4.016667, 41, 0, (0 0.45 0), 0.45, -0.1168468
5.016667, 35, 0, (-0.15 0.45 0), 0.3, 8.858812
6.016667, 39, 0, (-0.15 0.45 0), 0.6, 1.725299
7.016667, 37, 0, (0 0.45 0), 0.45, 2.157854
8.016666, 33, 0, (0.3 0.45 0), 0.45, 15.66995
9.016666, 38, 0, (0 0.45 0), 0.6, 1.727255
10.01667, 33, 0, (0 0.45 0), 0.15, 15.37256
11.01667, 37, 0, (0.3 0.45 0), 0.75, 0.2000136
12.01667, 32, 0, (0.15 0.45 0), 0.15, 8.30193
13.01667, 37, 0, (0 0.45 0), 0.45, 2.157854
14.01667, 42, 0, (0 0.45 0), 0.6, -0.0775107
15.01667, 35, 0, (0 0.45 0), 0.45, 8.911222
16.01667, 38, 0, (-0.15 0.45 0), 0.45, 3.64779
17.01667, 37, 0, (-0.3 0.45 0), 0.15, 5.06626
18.13333, 42, 0, (-0.15 0.45 0), 0.75, -0.04305337
19.13333, 42, 0, (-0.3 0.45 0), 0.9, -0.1054844
20.13333, 42, 0, (-0.6 0.45 0), 1.2, -0.1766438
21.13333, 42, 0, (-0.6 0.45 0), 1.2, -0.2480679
22.13333, 42, 0, (-0.6 0.45 0), 1.2, -0.319492
23.13333, 42, 0, (-0.6 0.45 0), 1.2, -0.3909161
24.13333, 42, 0, (-0.6 0.45 0), 1.2, -0.4623402
25.13333, 42, 0, (-0.6 0.45 0), 1.2, -0.5337644
26.13333, 42, 0, (-0.6 0.45 0), 1.2, -0.6051885
27.13333, 42, 0, (-0.6 0.45 0), 1.2, -0.6766127
28.13333, 42, 0, (-0.6 0.45 0), 1.2, -0.7480369
29.13333, 42, 0, (-0.6 0.45 0), 1.2, -0.8194611
30.13333, 42, 0, (-0.6 0.45 0), 1.2, -0.8908853
31.13333, 42, 0, (-0.6 0.45 0), 1.2, -0.9623095
32.13334, 42, 0, (-0.6 0.45 0), 1.2, -1.033734
33.13334, 42, 0, (-0.6 0.45 0), 1.2, -1.105158
34.13334, 42, 0, (-0.6 0.45 0), 1.2, -1.176582
35.13334, 42, 0, (-0.6 0.45 0), 1.2, -1.248007
36.13334, 42, 0, (-0.6 0.45 0), 1.2, -1.319431
37.13334, 42, 0, (-0.6 0.45 0), 1.2, -1.390856
38.13334, 42, 0, (-0.6 0.45 0), 1.2, -1.46228
39.13334, 42, 0, (-0.6 0.45 0), 1.2, -1.533704
40.13334, 42, 0, (-0.6 0.45 0), 1.2, -1.605129
41.13334, 42, 0, (-0.6 0.45 0), 1.2, -1.676553
42.13334, 42, 0, (-0.6 0.45 0), 1.2, -1.747977
43.13334, 42, 0, (-0.6 0.45 0), 1.2, -1.819402
44.13334, 42, 0, (-0.6 0.45 0), 1.2, -1.890826
45.13334, 42, 0, (-0.6 0.45 0), 1.2, -1.96225
46.13334, 42, 0, (-0.6 0.45 0), 1.2, -2.033675
47.13334, 42, 0, (-0.6 0.45 0), 1.2, -2.105099
48.13334, 42, 0, (-0.6 0.45 0), 1.2, -2.176523
49.13334, 42, 0, (-0.6 0.45 0), 1.2, -2.247947
50.13334, 42, 0, (-0.6 0.45 0), 1.2, -2.319371
51.13334, 42, 0, (-0.6 0.45 0), 1.2, -2.390795
52.13334, 42, 0, (-0.6 0.45 0), 1.2, -2.462219
53.13334, 42, 0, (-0.6 0.45 0), 1.2, -2.533643
54.13334, 42, 0, (-0.6 0.45 0), 1.2, -2.605067
55.13334, 42, 0, (-0.6 0.45 0), 1.2, -2.676491
56.13334, 42, 0, (-0.6 0.45 0), 1.2, -2.747915
57.13334, 42, 0, (-0.6 0.45 0), 1.2, -2.819339
58.13334, 42, 0, (-0.6 0.45 0), 1.2, -2.890763
59.13334, 42, 0, (-0.6 0.45 0), 1.2, -2.962187
60.13334, 42, 0, (-0.6 0.45 0), 1.2, -3.033611
61.13334, 42, 0, (-0.6 0.45 0), 1.2, -3.105035
62.13334, 42, 0, (-0.6 0.45 0), 1.2, -3.176459
63.13334, 42, 0, (-0.6 0.45 0), 1.2, -3.247883
64.13333, 42, 0, (-0.6 0.45 0), 1.2, -3.319307
65.13333, 42, 0, (-0.6 0.45 0), 1.2, -3.390731
66.13333, 42, 0, (-0.6 0.45 0), 1.2, -3.462155
67.13333, 42, 0, (-0.6 0.45 0), 1.2, -3.533579
68.13333, 42, 0, (-0.6 0.45 0), 1.2, -3.605003
69.13333, 42, 0, (-0.6 0.45 0), 1.2, -3.676427
70.13333, 42, 0, (-0.6 0.45 0), 1.2, -3.747851
71.13333, 42, 0, (-0.6 0.45 0), 1.2, -3.819275
72.13333, 42, 0, (-0.6 0.45 0), 1.2, -3.890699
73.13333, 42, 0, (-0.6 0.45 0), 1.2, -3.962123
74.13333, 42, 0, (-0.6 0.45 0), 1.2, -4.033547
75.13333, 42, 0, (-0.6 0.45 0), 1.2, -4.104971
76.13333, 42, 0, (-0.6 0.45 0), 1.2, -4.176395
77.13333, 42, 0, (-0.6 0.45 0), 1.2, -4.247819
78.13333, 42, 0, (-0.6 0.45 0), 1.2, -4.319243
79.13333, 42, 0, (-0.6 0.45 0), 1.2, -4.390667
80.13333, 42, 0, (-0.6 0.45 0), 1.2, -4.462091
81.13333, 42, 0, (-0.6 0.45 0), 1.2, -4.533515
82.13333, 42, 0, (-0.6 0.45 0), 1.2, -4.604939
83.13333, 42, 0, (-0.6 0.45 0), 1.2, -4.676363
84.13333, 42, 0, (-0.6 0.45 0), 1.2, -4.747787
85.13333, 42, 0, (-0.6 0.45 0), 1.2, -4.819211
86.13333, 42, 0, (-0.6 0.45 0), 1.2, -4.890635
87.13333, 42, 0, (-0.6 0.45 0), 1.2, -4.962059
88.13333, 42, 0, (-0.6 0.45 0), 1.2, -5.033483
89.13333, 42, 0, (-0.6 0.45 0), 1.2, -5.104907
90.13333, 42, 0, (-0.6 0.45 0), 1.2, -5.176331
91.13333, 42, 0, (-0.6 0.45 0), 1.2, -5.247755
92.13333, 42, 0, (-0.6 0.45 0), 1.2, -5.319179
93.13333, 42, 0, (-0.6 0.45 0), 1.2, -5.390603
94.13333, 42, 0, (-0.6 0.45 0), 1.2, -5.462027
95.13333, 42, 0, (-0.6 0.45 0), 1.2, -5.533451
96.13333, 42, 0, (-0.6 0.45 0), 1.2, -5.604875
97.13333, 42, 0, (-0.6 0.45 0), 1.2, -5.676299
98.13333, 42, 0, (-0.6 0.45 0), 1.2, -5.747723
99.13333, 42, 0, (-0.6 0.45 0), 1.2, -5.819147
