Time, Pellets, Tension, Position, Distance, Reward
0.3333333, 42, 0, (0 0.45 0), 0.6, 0
1.016667, 37, 0, (0 0.45 0), 0.45, 2.177231
2.016667, 33, 0, (0.15 0.45 0), 0.3, 18.44891
3.016667, 37, 0, (-0.15 0.45 0), 0.3, 3.91843
4.016667, 42, 0, (0 0.45 0), 0.6, -0.05813302
5.016667, 35, 0, (0 0.45 0), 0.45, 8.540851
6.016667, 41, 0, (0 0.45 0), 0.45, -0.02804459
7.016667, 34, 0, (-0.15 0.45 0), 0.45, 9.81957
8.016666, 38, 0, (-0.15 0.45 0), 0.45, 2.902537
9.016666, 33, 0, (0 0.45 0), 0.3, 17.3197
10.01667, 36, 0, (0 0.45 0), 0.45, 5.132425
11.25, 42, 0, (0 0.45 0), 0.6, 0
12.25, 42, 0, (0 0.3 0), 0.45, -0.01937767
13.25, 42, 0, (0 0.15 0), 0.3, -0.01937767
14.25, 42, 0, (0 0 0), 0.15, 0.04098521
15.01667, 37, 0, (0 0.45 0), 0.45, 3.664891
