Time, Pellets, Tension, Position, Distance, Reward
0.3333333, 42, 0, (0 0.45 0), 0.6, 0
1.016667, 37, 0, (0 0.45 0), 0.45, 2.177231
2.016667, 33, 0, (0.15 0.45 0), 0.3, 20.29964
3.016667, 28, 0, (0.15 0 0), 0.3, 34.06905
4.016667, 36, 0, (0 0.45 0), 0.3, 5.931975
5.016667, 31, 0, (0.15 0.3 0), 0.3, 22.38109
6.016667, 40, 0, (0 0.45 0), 0.6, 0.1283818
7.016667, 34, 0, (0 0.45 0), 0.6, 12.24931
8.016666, 39, 0, (0 0.45 0), 0.6, -0.01559522
9.016666, 34, 0, (0.15 0.15 0), 0.9, 5.166791
10.01667, 29, 0, (0.3 0 0), 0.45, 14.04943
11.01667, 40, 0, (0 0.45 0), 0.45, 0.119959
12.01667, 34, 0, (0 0.45 0), 0.6, 15.127
13.01667, 29, 0, (0.15 0.15 0), 0.6, 26.77975
14.01667, 40, 0, (0 0.45 0), 0.6, 0.1078137
15.01667, 34, 0, (0.45 0.45 0), 1.05, 1.645306
16.23333, 42, 0, (0 0.45 0), 0.45, 0
17.23333, 41, 0, (0.15 0.45 0), 0.75, 0.4343342
18.23333, 41, 0, (0.45 0.45 0), 1.05, 0.370161
19.23333, 41, 0, (0.45 0.45 0), 1.05, 0.2973917
20.23333, 41, 0, (0.45 0.45 0), 1.05, 0.2246225
21.23333, 41, 0, (0.45 0.45 0), 1.05, 0.1518532
22.23333, 41, 0, (0.45 0.45 0), 1.05, 0.07908398
23.23333, 41, 0, (0.45 0.45 0), 1.05, 0.006314739
24.23333, 41, 0, (0.45 0.45 0), 1.05, -0.0664545
25.23333, 41, 0, (0.45 0.45 0), 1.05, -0.1392238
26.23333, 41, 0, (0.45 0.45 0), 1.05, -0.211993
27.23333, 41, 0, (0.45 0.45 0), 1.05, -0.2847623
28.23333, 41, 0, (0.45 0.45 0), 1.05, -0.3575315
29.23333, 41, 0, (0.45 0.45 0), 1.05, -0.4303007
30.23333, 41, 0, (0.45 0.45 0), 1.05, -0.5030699
31.23333, 41, 0, (0.45 0.45 0), 1.05, -0.5758392
32.23333, 41, 0, (0.45 0.45 0), 1.05, -0.6486084
33.23333, 41, 0, (0.45 0.45 0), 1.05, -0.7213776
34.23333, 41, 0, (0.45 0.45 0), 1.05, -0.7941468
35.23333, 41, 0, (0.45 0.45 0), 1.05, -0.8669161
36.23333, 41, 0, (0.45 0.45 0), 1.05, -0.9396853
37.23333, 41, 0, (0.45 0.45 0), 1.05, -1.012455
38.23333, 41, 0, (0.45 0.45 0), 1.05, -1.085224
39.23333, 41, 0, (0.45 0.45 0), 1.05, -1.157993
40.23333, 41, 0, (0.45 0.45 0), 1.05, -1.230762
41.23333, 41, 0, (0.45 0.45 0), 1.05, -1.303531
42.23333, 41, 0, (0.45 0.45 0), 1.05, -1.3763
43.23333, 41, 0, (0.45 0.45 0), 1.05, -1.449069
44.23333, 41, 0, (0.45 0.45 0), 1.05, -1.521838
45.23333, 41, 0, (0.45 0.45 0), 1.05, -1.594607
46.23333, 41, 0, (0.45 0.45 0), 1.05, -1.667376
47.23333, 41, 0, (0.45 0.45 0), 1.05, -1.740145
48.23333, 41, 0, (0.45 0.45 0), 1.05, -1.812914
49.23333, 41, 0, (0.45 0.45 0), 1.05, -1.885683
50.23333, 41, 0, (0.45 0.45 0), 1.05, -1.958452
51.23333, 41, 0, (0.45 0.45 0), 1.05, -2.031221
52.23333, 41, 0, (0.45 0.45 0), 1.05, -2.103991
53.23333, 41, 0, (0.45 0.45 0), 1.05, -2.17676
54.23333, 41, 0, (0.45 0.45 0), 1.05, -2.24953
55.23333, 41, 0, (0.45 0.45 0), 1.05, -2.322299
56.23333, 41, 0, (0.45 0.45 0), 1.05, -2.395068
57.23333, 41, 0, (0.45 0.45 0), 1.05, -2.467838
58.23333, 41, 0, (0.45 0.45 0), 1.05, -2.540607
59.23333, 41, 0, (0.45 0.45 0), 1.05, -2.613377
60.23333, 41, 0, (0.45 0.45 0), 1.05, -2.686146
