Time, Pellets, Tension, Position, Distance, Reward
0.3333333, 42, 0, (0 0.45 0), 0.6, 0
1.016667, 37, 0, (0 0.45 0), 0.45, 2.177231
2.016667, 33, 0, (0.3 0.45 0), 0.45, 14.99942
3.016667, 39, 0, (-0.15 0.45 0), 0.6, 1.626181
4.016667, 34, 0, (0 0.45 0), 0.3, 16.84215
5.016667, 38, 0, (0.15 0.45 0), 0.75, 0.04710899
6.016667, 33, 0, (0.45 0.45 0), 0.75, 1.563262
7.016667, 39, 0, (-0.15 0.45 0), 0.6, 0.7306806
8.016666, 34, 0, (-0.15 0.45 0), 0.15, 14.70596
9.016666, 38, 0, (0.15 0.45 0), 0.75, 0.1854849
10.01667, 33, 0, (0.3 0.45 0), 0.45, 5.86376
11.01667, 38, 0, (-0.15 0.45 0), 0.6, 1.84251
12.01667, 39, 0, (-0.15 0.45 0), 0.6, 1.725299
13.01667, 38, 0, (-0.15 0.45 0), 0.45, 3.64779
14.01667, 37, 0, (0.15 0.45 0), 0.6, 4.075401
15.01667, 32, 0, (0.3 0.45 0), 0.3, 15.26923
16.01667, 38, 0, (-0.15 0.45 0), 0.45, 4.293925
17.01667, 37, 0, (0.3 0.45 0), 0.75, 0.2809055
18.01667, 32, 0, (0.15 0.45 0), 0.15, 7.021356
19.01667, 36, 0, (0.3 0.45 0), 0.6, 0.5744886
20.01667, 32, 0, (0.3 0.45 0), 0.3, 12.1936
21.01667, 37, 0, (-0.15 0.45 0), 0.3, 5.411094
22.01667, 40, 0, (0 0.45 0), 0.6, 0.14895
23.01667, 34, 0, (-0.3 0.45 0), 0.3, 7.238433
24.01667, 42, 0, (0 0.45 0), 0.6, -0.0775107
25.01667, 35, 0, (0 0.45 0), 0.45, 8.911222
26.33333, 42, 0, (0 0.45 0), 0.6, -0.01937767
27.33333, 42, 0, (0 0.3 0), 0.45, -0.01937767
28.33333, 42, 0, (0 0.15 0), 0.3, -0.01937767
29.01667, 42, 0, (0 0.45 0), 0.6, 0
30.01667, 35, 0, (0 0.45 0), 0.45, 7.819486
31.01667, 40, 0, (0 0.45 0), 0.6, 0.1283818
32.01667, 34, 0, (0 0.45 0), 0.6, 12.24931
33.01667, 39, 0, (0 0.45 0), 0.75, 0.1616452
34.01667, 34, 0, (0 0.45 0), 0.3, 16.85044
35.01667, 37, 0, (0 0.45 0), 0.45, 3.645514
