Time, Pellets, Tension, Position, Distance, Reward
0.3333333, 42, 0, (0 0.45 0), 0.6, 0
1.016667, 37, 0, (0 0.45 0), 0.45, 2.177231
2.016667, 33, 0, (0.15 0.45 0), 0.3, 19.82873
3.016667, 28, 0, (0.15 0 0), 0.3, 34.10006
4.016667, 38, 0, (-0.15 0.45 0), 0.45, 3.970857
5.016667, 41, 0, (0 0.45 0), 0.45, 0.03115686
6.016667, 34, 0, (0 0.45 0), 0.6, 11.18651
7.016667, 41, 0, (0 0.45 0), 0.45, 0.03115686
8.016666, 40, 0, (0 0.45 0), 0.6, 0.004972933
9.016666, 34, 0, (0 0.45 0), 0.45, 14.15256
10.01667, 29, 0, (0.15 0.15 0), 0.45, 27.14453
11.01667, 38, 0, (0 0.45 0), 0.75, 0.1899951
12.01667, 34, 0, (0 0.45 0), 0.3, 17.063
13.21667, 42, 0, (0 0.3 0), 0.45, -0.01937767
14.21667, 42, 0, (0 0.15 0), 0.3, -0.01937767
15.21667, 42, 0, (0 0 0), 0.15, 0.01080377
16.01667, 39, 0, (0 0.45 0), 0.75, 0.09597303
17.01667, 34, 0, (0 0.45 0), 0.3, 16.23215
