Time, Pellets, Tension, Position, Distance, Reward
0.3333333, 42, 0, (0 0.45 0), 0.6, 0
1.016667, 37, 0, (0 0.45 0), 0.45, 2.177231
2.016667, 33, 0, (0 0.45 0), 0.15, 17.10012
3.016667, 36, 0, (-0.15 0.45 0), 0.15, 5.189953
4.016667, 39, 0, (0.15 0.45 0), 0.9, 0.04824545
5.016667, 34, 0, (0.3 0.45 0), 0.6, 2.509937
6.016667, 40, 0, (0 0.45 0), 0.6, 0.1283818
7.016667, 34, 0, (-0.3 0.45 0), 0.3, 9.772632
8.016666, 37, 0, (0.3 0.45 0), 0.75, 0.2539416
9.016666, 32, 0, (0.3 0.45 0), 0.3, 8.159434
10.01667, 37, 0, (0.3 0.45 0), 0.75, 0.1730497
11.01667, 32, 0, (0.45 0.45 0), 0.6, 3.303981
12.11667, 41, 0, (0 0.45 0), 0.6, 0.3751328
13.11667, 41, 0, (0.3 0.45 0), 0.9, 0.4143758
14.11667, 41, 0, (0.45 0.45 0), 1.05, 0.3459046
15.11667, 41, 0, (0.45 0.45 0), 1.05, 0.2731353
16.11667, 41, 0, (0.45 0.45 0), 1.05, 0.2003661
17.11667, 41, 0, (0.45 0.45 0), 1.05, 0.1275968
18.11667, 41, 0, (0.45 0.45 0), 1.05, 0.05482756
19.11667, 41, 0, (0.45 0.45 0), 1.05, -0.01794167
20.11667, 41, 0, (0.45 0.45 0), 1.05, -0.09071092
21.11667, 41, 0, (0.45 0.45 0), 1.05, -0.1634802
22.11667, 41, 0, (0.45 0.45 0), 1.05, -0.2362494
23.11667, 41, 0, (0.45 0.45 0), 1.05, -0.3090187
24.11667, 41, 0, (0.45 0.45 0), 1.05, -0.3817879
25.11667, 41, 0, (0.45 0.45 0), 1.05, -0.4545571
26.11667, 41, 0, (0.45 0.45 0), 1.05, -0.5273263
27.11667, 41, 0, (0.45 0.45 0), 1.05, -0.6000956
28.11667, 41, 0, (0.45 0.45 0), 1.05, -0.6728648
29.11667, 41, 0, (0.45 0.45 0), 1.05, -0.745634
30.11667, 41, 0, (0.45 0.45 0), 1.05, -0.8184032
31.11667, 41, 0, (0.45 0.45 0), 1.05, -0.8911725
32.11666, 41, 0, (0.45 0.45 0), 1.05, -0.9639417
33.11666, 41, 0, (0.45 0.45 0), 1.05, -1.036711
34.11666, 41, 0, (0.45 0.45 0), 1.05, -1.10948
35.11666, 41, 0, (0.45 0.45 0), 1.05, -1.182249
36.11666, 41, 0, (0.45 0.45 0), 1.05, -1.255018
37.11666, 41, 0, (0.45 0.45 0), 1.05, -1.327787
38.11666, 41, 0, (0.45 0.45 0), 1.05, -1.400556
39.11666, 41, 0, (0.45 0.45 0), 1.05, -1.473325
40.11666, 41, 0, (0.45 0.45 0), 1.05, -1.546094
41.11666, 41, 0, (0.45 0.45 0), 1.05, -1.618863
42.11666, 41, 0, (0.45 0.45 0), 1.05, -1.691632
43.11666, 41, 0, (0.45 0.45 0), 1.05, -1.764401
44.11666, 41, 0, (0.45 0.45 0), 1.05, -1.83717
45.11666, 41, 0, (0.45 0.45 0), 1.05, -1.909939
46.11666, 41, 0, (0.45 0.45 0), 1.05, -1.982708
47.11666, 41, 0, (0.45 0.45 0), 1.05, -2.055478
48.11666, 41, 0, (0.45 0.45 0), 1.05, -2.128247
49.11666, 41, 0, (0.45 0.45 0), 1.05, -2.201017
50.11666, 41, 0, (0.45 0.45 0), 1.05, -2.273786
51.11666, 41, 0, (0.45 0.45 0), 1.05, -2.346555
52.11666, 41, 0, (0.45 0.45 0), 1.05, -2.419325
53.11666, 41, 0, (0.45 0.45 0), 1.05, -2.492094
54.11666, 41, 0, (0.45 0.45 0), 1.05, -2.564864
55.11666, 41, 0, (0.45 0.45 0), 1.05, -2.637633
56.11666, 41, 0, (0.45 0.45 0), 1.05, -2.710402
57.11666, 41, 0, (0.45 0.45 0), 1.05, -2.783172
58.11666, 41, 0, (0.45 0.45 0), 1.05, -2.855941
59.11666, 41, 0, (0.45 0.45 0), 1.05, -2.928711
60.11666, 41, 0, (0.45 0.45 0), 1.05, -3.00148
61.11666, 41, 0, (0.45 0.45 0), 1.05, -3.07425
62.11666, 41, 0, (0.45 0.45 0), 1.05, -3.147019
63.11666, 41, 0, (0.45 0.45 0), 1.05, -3.219788
64.11667, 41, 0, (0.45 0.45 0), 1.05, -3.292558
65.11667, 41, 0, (0.45 0.45 0), 1.05, -3.365327
66.11667, 41, 0, (0.45 0.45 0), 1.05, -3.438097
67.11667, 41, 0, (0.45 0.45 0), 1.05, -3.510866
68.11667, 41, 0, (0.45 0.45 0), 1.05, -3.583635
69.11667, 41, 0, (0.45 0.45 0), 1.05, -3.656405
70.11667, 41, 0, (0.45 0.45 0), 1.05, -3.729174
71.11667, 41, 0, (0.45 0.45 0), 1.05, -3.801944
72.11667, 41, 0, (0.45 0.45 0), 1.05, -3.874713
73.11667, 41, 0, (0.45 0.45 0), 1.05, -3.947482
74.11667, 41, 0, (0.45 0.45 0), 1.05, -4.020252
75.11667, 41, 0, (0.45 0.45 0), 1.05, -4.09302
76.11667, 41, 0, (0.45 0.45 0), 1.05, -4.165789
77.11667, 41, 0, (0.45 0.45 0), 1.05, -4.238558
78.11667, 41, 0, (0.45 0.45 0), 1.05, -4.311327
79.11667, 41, 0, (0.45 0.45 0), 1.05, -4.384095
80.11667, 41, 0, (0.45 0.45 0), 1.05, -4.456864
81.11667, 41, 0, (0.45 0.45 0), 1.05, -4.529633
82.11667, 41, 0, (0.45 0.45 0), 1.05, -4.602401
83.11667, 41, 0, (0.45 0.45 0), 1.05, -4.67517
84.11667, 41, 0, (0.45 0.45 0), 1.05, -4.747939
85.11667, 41, 0, (0.45 0.45 0), 1.05, -4.820707
86.11667, 41, 0, (0.45 0.45 0), 1.05, -4.893476
87.11667, 41, 0, (0.45 0.45 0), 1.05, -4.966245
88.11667, 41, 0, (0.45 0.45 0), 1.05, -5.039013
89.11667, 41, 0, (0.45 0.45 0), 1.05, -5.111782
90.11667, 41, 0, (0.45 0.45 0), 1.05, -5.184551
91.11667, 41, 0, (0.45 0.45 0), 1.05, -5.257319
92.11667, 41, 0, (0.45 0.45 0), 1.05, -5.330088
93.11667, 41, 0, (0.45 0.45 0), 1.05, -5.402857
94.11667, 41, 0, (0.45 0.45 0), 1.05, -5.475626
95.11667, 41, 0, (0.45 0.45 0), 1.05, -5.548394
96.11667, 41, 0, (0.45 0.45 0), 1.05, -5.621163
